year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate
2012, 3,23,  ,  ,     ,34.96000,137.27000,  31.000, 5.70,293.0,12.0,168.0,  50, 15,  0.015,   475200.00,AIST-SSE,Kitagawa et al. (2012); Itaba and Ando (2011),2018-06-26
2012, 2, 9,  ,  ,     ,34.58000,136.41000,  27.000, 5.70,201.0,19.0, 76.0,  55, 35,  0.005,   129600.00,AIST-SSE,Kitagawa et al. (2012); Itaba and Ando (2011),2018-06-26
2012, 1, 4,  ,  ,     ,33.47000,132.58000,  32.000, 5.80,203.0,14.0, 78.0,  30, 30,  0.016,   129600.00,AIST-SSE,Kitagawa et al. (2012); Itaba and Ando (2011),2018-06-26
2011,12,25,  ,  ,     ,33.64000,132.73000,  30.000, 5.50,189.0,11.0, 64.0,  50, 25,  0.004,   172800.00,AIST-SSE,Kitagawa et al. (2012); Itaba and Ando (2011),2018-06-26
2011,12,19,  ,  ,     ,34.79000,136.78000,  29.000, 5.50,220.0,13.0, 95.0,  70, 20,  0.004,    86400.00,AIST-SSE,Kitagawa et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 9,14,  ,  ,     ,34.60000,136.53000,  27.000, 5.80,204.0,16.0, 79.0,  75, 20,  0.010,   129600.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011,10,29,  ,  ,     ,33.96000,135.92000,  29.000, 5.40,240.0,28.0,115.0,  35, 40,  0.003,   129600.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 9,12,  ,  ,     ,34.35000,136.41000,  26.000, 5.60,212.0,20.0, 87.0,  80, 25,  0.004,   172800.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 7,30,  ,  ,     ,34.94000,137.37000,  30.000, 5.60,279.0,13.0,154.0,  25, 25,  0.013,   216000.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 7,27,  ,  ,     ,35.03000,137.42999,  34.000, 5.50,273.0,14.0,148.0,  10, 10,  0.061,   216000.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 6,18,  ,  ,     ,34.88000,136.69000,  29.000, 5.10,192.0,12.0, 67.0,  10, 20,  0.006,   115200.00,AIST-SSE,   Itaba et al. (2012); Itaba and Ando (2011),2018-06-26
2011, 2,21,  ,  ,     ,33.71000,135.82001,  20.000, 5.40,247.0,26.0,122.0,  15, 50,  0.005,   172800.00,AIST-SSE,Kitagawa et al. (2011); Itaba and Ando (2011),2018-06-26
2011, 3,12,  ,  ,     ,34.28000,136.42999,  24.000, 5.70,208.0,18.0, 83.0,  35, 30,  0.010,   129600.00,AIST-SSE,Kitagawa et al. (2011); Itaba and Ando (2011),2018-06-26
2011, 2,20,  ,  ,     ,33.68000,135.62000,  23.000, 5.40,266.0,24.0,141.0,  25, 35,  0.005,   129600.00,AIST-SSE,Kitagawa et al. (2011); Itaba and Ando (2011),2018-06-26

