WKT,id
"MULTIPOLYGON (((130.146525809775 31.1305417139102,131.991418162898 30.5002575131796,132.401181215602 30.310530915731,131.904926638543 29.7456883076969,131.489363862632 29.1082230786299,131.263426819419 28.6724873524322,130.864002403738 28.0874717941112,130.488785528401 27.4742141053885,129.460863174568 26.140588652173,129.267423925241 25.9886006705591,128.9219966943 25.5961953362106,128.325098439235 25.2341875981848,126.794482345324 24.0056840819772,126.181855061297 23.6728988906543,125.039796791076 23.2796073009091,124.933910593837 23.2493541016979,124.661631800936 23.2039743028812,124.306156710205 23.1661578038672,124.026314617501 23.1812844034728,123.34561763525 23.17372110367,122.823749948857 23.1964110030784,122.233812564239 23.3401136993314,121.848084274297 23.4611264961761,121.727071477452 23.0375817072197,122.184215772543 22.3686496557512,121.689522779944 22.1403298130135,120.738190101871 22.1403298130135,120.585976873379 22.9394492625952,120.547923566256 23.8146753264228,120.662083487625 24.5376881617586,120.966509944609 24.9943278472338,121.917842622682 25.1084877686026,122.831121993633 25.1084877686026,123.363868293354 25.2226476899714,124.467414199919 25.489020839832,125.418746877992 25.7173406825696,126.408132863189 26.1739803680449,126.978932470033 26.5925667463972,128.767437904811 28.3430188740523,130.146525809775 31.1305417139102)))",
