WKT,id,lon
"MULTIPOLYGON (((140.680918420881 36.9116282904888,140.974673210963 36.6574808878336,141.681004953407 35.8719343705356,142.136489908815 34.977467537814,141.97145912787 34.4922770418358,141.85263696559 34.2414302547995,141.819630809401 34.1721173268026,141.591919298494 34.238377346744,141.532596767491 34.3471353202481,141.483161324989 34.39657076275,141.404064616986 34.4114013955006,141.374403351485 34.421288484001,141.211266391229 34.4558932937523,141.147000315977 34.4657803822526,140.870161837966 34.5152158247545,140.563662094455 34.5201593690047,140.089030221633 34.4118028744922,139.831351831521 34.6718084384554,139.57442491085 34.8318243276454,139.414087033404 35.2887299153903,139.555879414161 35.439424467008,139.869978203325 35.6780478786145,140.016258422594 35.9655641716608,140.03139085907 36.2883894831515,140.06683190218 36.4903009758718,140.090535883583 36.5956520043293,140.382884987552 36.8142553883786,140.680918420881 36.9116282904888)))",,
