WKT,id
"MULTIPOLYGON (((139.417748318578 35.2846435617882,139.5647910681 34.8333672470613,138.498359788482 34.1307186002105,137.415413686099 33.2888492231574,137.105697637772 33.0700281020563,136.610825256204 32.8209086718795,135.661478238504 32.6492182537847,135.205320362977 32.6256529022815,135.104325999392 32.4943602296208,134.659950799618 32.1812777025068,133.942890818163 31.8378968663172,133.463874551678 31.6121744637044,133.355743253067 31.5089582241204,133.01168912112 31.0666029116174,131.999186961391 30.5062861824469,131.360229287775 30.6930584255037,130.146209707906 31.1255836199511,130.072483822489 31.6318346998157,130.426368072491 32.2904526095424,130.755402612863 33.1716311574826,133.022343484937 34.1854054501365,134.985360236421 34.4810028824915,135.160220689363 34.7724369707288,135.955419415839 35.0638710589661,137.293533216223 35.0568598974459,137.632560065477 35.1681030823572,138.127857103058 35.6686974144583,139.438937496656 35.8885351370212,139.39920778776 35.6263190583016,139.417748318578 35.2846435617882)))",
